Params: {'C': 0.01, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.12395790476361004
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08123171763846476
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07969034330644113
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13102042651878254
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 0.0001, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.080239254838534
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08017323131243427
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.08012786253459349
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.12396170283479313
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.0813731942288936
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07966413695267131
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07966882142117981
Params: {'C': 0.0001, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.14578637624392554
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0796871035327677
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08005334226453242
Params: {'C': 0.0001, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.09248347807613021
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.09255002562672054
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.09249330557548772
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.07974989308344303
Params: {'C': 0.0001, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.14552221643199748
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.09127577289038599
Params: {'C': 0.0001, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.1368560145014776
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07981223074873056
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.08020777536860758
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.09252961523149976
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.09250906444806586
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.09238964757972808
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.09113026675559811
Params: {'C': 0.0001, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13687758036320624
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08000580176901755
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.08002442930547346
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.08200470789971133
Params: {'C': 5e-06, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.12871810390005142
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08019614049597179
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.08002287346616073
Params: {'C': 5e-06, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08199962778580248
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.0801894376386237
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08017395187180287
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.08037759849643118
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.08019393016449752
Params: {'C': 5e-06, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.12869628132479496
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.08215634420552081
Params: {'C': 5e-06, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.0821007813771531
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.08212529105533126
Params: {'C': 5e-06, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.123730234508014
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08334044815421941
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0777508223786497
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07776759093853783
Params: {'C': 1e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07772679820502337
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.07792118306884843
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.08229276603755696
Params: {'C': 5e-06, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.12373430111445236
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.08350347246082422
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07793057698892794
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07791070930670177
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.07806553517099328
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 1e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.0778924396638886
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.13104107423348738
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08002280962089432
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07997828755437644
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0801575139968992
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08123171763846476
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.12395790476361004
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07554396922713452
Params: {'C': 5e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13102042651878254
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08017323131243427
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.08012786253459349
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.080239254838534
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.0813731942288936
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.12396170283479313
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.075760683754695
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07559971781943312
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0756311173875576
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.07587917309093822
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08226570748420607
Params: {'C': 5e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.13921742983857635
Params: {'C': 5e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.08222456712327603
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08248123429683006
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.07578180701855128
Params: {'C': 5e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.13162092410043094
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.08227329638746937
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07579310559601628
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.0760797013769548
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08235430602529752
Params: {'C': 5e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13904139851906128
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.08236522000574661
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.08247125940626167
Params: {'C': 5e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13162877646390986
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.08235924783469327
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.08037759849643118
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.08350347246082422
Params: {'C': 5e-06, 'mode': 1, 'eps': 1e-05, 'learn_intercept': True}, Score: 0.08003060003888993
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.08002287346616073
Params: {'C': 5e-06, 'mode': 0, 'eps': 1e-05, 'learn_intercept': True}, Score: 0.6721483722665389
Params: {'C': 5e-06, 'mode': 2, 'eps': 1e-05, 'learn_intercept': True}, Score: 0.08196946430759014
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.08212529105533126
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.0821007813771531
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08017395187180287
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 5e-06, 'mode': 2, 'eps': 1e-05, 'learn_intercept': False}, Score: 0.08213237077824487
Params: {'C': 5e-06, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.12871810390005142
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.08229276603755696
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.08019393016449752
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.08200470789971133
Params: {'C': 5e-06, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.123730234508014
Params: {'C': 5e-06, 'mode': 1, 'eps': 1e-05, 'learn_intercept': False}, Score: 0.0801912230839563
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.08002442930547346
Params: {'C': 5e-06, 'mode': 0, 'eps': 1e-05, 'learn_intercept': False}, Score: 0.6680240905011298
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 5e-06, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08334044815421941
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08199962778580248
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08019614049597179
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08000580176901755
Params: {'C': 5e-06, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.12869628132479496
Params: {'C': 5e-06, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.12373430111445236
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.08215634420552081
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.0801894376386237
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 5e-06, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0777508223786497
Params: {'C': 1e-05, 'mode': 0, 'eps': 1e-05, 'learn_intercept': True}, Score: 0.6721483722665389
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 1e-05, 'mode': 1, 'eps': 1e-05, 'learn_intercept': True}, Score: 0.07776349045435196
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07791070930670177
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.07806553517099328
Params: {'C': 1e-05, 'mode': 2, 'eps': 1e-05, 'learn_intercept': True}, Score: 0.07999896560720475
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08017323131243427
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0801575139968992
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.0813731942288936
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07793057698892794
Params: {'C': 1e-05, 'mode': 1, 'eps': 1e-05, 'learn_intercept': False}, Score: 0.07791261357167814
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 1e-05, 'mode': 2, 'eps': 1e-05, 'learn_intercept': False}, Score: 0.08013283572964801
Params: {'C': 1e-05, 'mode': 0, 'eps': 1e-05, 'learn_intercept': False}, Score: 0.6680240905011298
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07772679820502337
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.13104107423348738
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07997828755437644
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.080239254838534
Params: {'C': 1e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.12395790476361004
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07776759093853783
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.0778924396638886
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13102042651878254
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08002280962089432
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.07792118306884843
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.08012786253459349
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08123171763846476
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.12396170283479313
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 1e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 5e-05, 'mode': 1, 'eps': 1e-05, 'learn_intercept': True}, Score: 0.07557001420338551
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 5e-05, 'mode': 0, 'eps': 1e-05, 'learn_intercept': True}, Score: 0.6721483722665389
Params: {'C': 5e-05, 'mode': 2, 'eps': 1e-05, 'learn_intercept': True}, Score: 0.08230491850225997
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.0760797013769548
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.075760683754695
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0756311173875576
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08235430602529752
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.08247125940626167
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.08227329638746937
Params: {'C': 5e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.13921742983857635
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07559971781943312
Params: {'C': 5e-05, 'mode': 1, 'eps': 1e-05, 'learn_intercept': False}, Score: 0.07569568695359553
Params: {'C': 5e-05, 'mode': 2, 'eps': 1e-05, 'learn_intercept': False}, Score: 0.08234140411515455
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07579310559601628
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 5e-05, 'mode': 0, 'eps': 1e-05, 'learn_intercept': False}, Score: 0.6680240905011298
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 5e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.08222456712327603
Params: {'C': 5e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.13162092410043094
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.08235924783469327
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07554396922713452
Params: {'C': 5e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13904139851906128
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.07578180701855128
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08226570748420607
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.07587917309093822
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.08236522000574661
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 5e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13162877646390986
Params: {'C': 5e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08248123429683006
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08019614049597179
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0005, 'learn_intercept': True}, Score: 0.08003681534483793
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0005, 'learn_intercept': True}, Score: 0.08197728768163483
Params: {'C': 5e-06, 'mode': 1, 'eps': 5e-05, 'learn_intercept': True}, Score: 0.08001497499707745
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08334044815421941
Params: {'C': 5e-06, 'mode': 2, 'eps': 5e-05, 'learn_intercept': True}, Score: 0.08195772325015425
Params: {'C': 5e-06, 'mode': 0, 'eps': 5e-05, 'learn_intercept': True}, Score: 0.6725486708791657
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0005, 'learn_intercept': True}, Score: 0.6739452771090387
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 0, 'eps': 5e-05, 'learn_intercept': True}, Score: 0.6725486708791657
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0005, 'learn_intercept': True}, Score: 0.6739452771090387
